2025-10-31 15:49:32.134 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - Starting XiaohashuUserBizApplication using Java 17.0.12 with PID 21832 (E:\xiaohashu\xiaohashu-user\xiaosashu-user-biz\target\classes started by hp in E:\xiaohashu)
2025-10-31 19:38:14.783 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:38:14.794 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:38:14.794 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - The following 1 profile is active: "dev"
2025-10-31 19:38:15.150 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=499e3ed6-3ae7-349e-b934-db05497e831b
2025-10-31 19:38:15.357 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8082 (http)
2025-10-31 19:38:15.362 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-10-31 19:38:15.362 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.5]
2025-10-31 19:38:15.427 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-31 19:38:15.427 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 623 ms
2025-10-31 19:38:15.475 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2025-10-31 19:38:15.641 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-10-31 19:38:16.376 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path ''
2025-10-31 19:38:16.379 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:38:16.379 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-10-31 19:38:16.379 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-10-31 19:38:16.379 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-10-31 19:38:16.388 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [req-serv] nacos-server port:8848
2025-10-31 19:38:16.388 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [http-client] connect timeout:1000
2025-10-31 19:38:16.389 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - PER_TASK_CONFIG_SIZE: 3000.0
2025-10-31 19:38:16.391 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-10-31 19:38:16.391 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-10-31 19:38:16.392 [main] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - null No credential found
2025-10-31 19:38:16.396 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 7604341d-9813-4727-8e2f-d87942cf5212
2025-10-31 19:38:16.403 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-10-31 19:38:16.404 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-10-31 19:38:16.404 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-10-31 19:38:16.405 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-10-31 19:38:16.424 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-10-31 19:38:16.955 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1761910696799_127.0.0.1_6758
2025-10-31 19:38:16.956 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Notify connected event to listeners.
2025-10-31 19:38:16.956 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-10-31 19:38:16.956 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-31 19:38:16.956 [main] INFO  com.alibaba.nacos.common.remote.client - [7604341d-9813-4727-8e2f-d87942cf5212] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$1047/0x00000240276e5240
2025-10-31 19:38:16.957 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] xiaohashu registering service xiaohashu-user with instance Instance{instanceId='null', ip='192.168.134.1', port=8082, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-10-31 19:38:16.966 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP xiaohashu-user 192.168.134.1:8082 register finished
2025-10-31 19:38:17.096 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - Started XiaohashuUserBizApplication in 3.235 seconds (process running for 3.684)
2025-10-31 19:38:37.909 [http-nio-8082-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-31 19:38:37.910 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-31 19:38:37.910 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2025-10-31 19:38:37.916 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 6
2025-10-31 19:38:37.919 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 6
2025-10-31 19:38:37.980 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET xiaohashu_id = ?, nickname = ?, birthday = ?, sex = ?, update_time = ? where id = ?
2025-10-31 19:38:38.037 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: quanxiaoha_java(String), 犬小哈(String), 2005-10-30(LocalDate), 1(Integer), 2025-10-31T19:38:37.965001200(LocalDateTime), 6(Long)
2025-10-31 19:38:38.046 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 19:38:38.058 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 6
2025-10-31 19:39:55.373 [http-nio-8082-exec-3] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 6
2025-10-31 19:39:55.373 [http-nio-8082-exec-3] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 6
2025-10-31 19:39:55.381 [http-nio-8082-exec-3] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET xiaohashu_id = ?, nickname = ?, birthday = ?, sex = ?, update_time = ? where id = ?
2025-10-31 19:39:55.381 [http-nio-8082-exec-3] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: quanxiaoha_java(String), 犬小哈(String), 2005-10-30(LocalDate), 1(Integer), 2025-10-31T19:39:55.380444100(LocalDateTime), 6(Long)
2025-10-31 19:39:55.386 [http-nio-8082-exec-3] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 19:39:55.387 [http-nio-8082-exec-3] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 6
2025-10-31 19:42:48.648 [http-nio-8082-exec-9] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 6
2025-10-31 19:42:48.649 [http-nio-8082-exec-9] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 6
2025-10-31 19:42:48.654 [http-nio-8082-exec-9] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET xiaohashu_id = ?, nickname = ?, birthday = ?, sex = ?, update_time = ? where id = ?
2025-10-31 19:42:48.655 [http-nio-8082-exec-9] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: quanxiaoha_java(String), 犬小哈(String), 2005-10-30(LocalDate), 1(Integer), 2025-10-31T19:42:48.653866500(LocalDateTime), 6(Long)
2025-10-31 19:42:48.659 [http-nio-8082-exec-9] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 19:42:48.660 [http-nio-8082-exec-9] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 6
2025-10-31 19:43:30.406 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:43:30.450 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:43:30.834 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:43:30.843 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:43:30.843 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - The following 1 profile is active: "dev"
2025-10-31 19:43:31.194 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=499e3ed6-3ae7-349e-b934-db05497e831b
2025-10-31 19:43:31.407 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8082 (http)
2025-10-31 19:43:31.413 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-10-31 19:43:31.413 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.5]
2025-10-31 19:43:31.476 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-31 19:43:31.477 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 622 ms
2025-10-31 19:43:31.529 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2025-10-31 19:43:31.697 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-10-31 19:43:32.432 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path ''
2025-10-31 19:43:32.435 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:43:32.435 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-10-31 19:43:32.435 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-10-31 19:43:32.435 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-10-31 19:43:32.445 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [req-serv] nacos-server port:8848
2025-10-31 19:43:32.445 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [http-client] connect timeout:1000
2025-10-31 19:43:32.446 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - PER_TASK_CONFIG_SIZE: 3000.0
2025-10-31 19:43:32.448 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-10-31 19:43:32.448 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-10-31 19:43:32.449 [main] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - null No credential found
2025-10-31 19:43:32.452 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of e46ff3a4-d31a-46b4-8349-eb6056c87010
2025-10-31 19:43:32.459 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-10-31 19:43:32.459 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-10-31 19:43:32.460 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-10-31 19:43:32.461 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-10-31 19:43:32.480 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-10-31 19:43:33.002 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1761911012852_127.0.0.1_7758
2025-10-31 19:43:33.002 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Notify connected event to listeners.
2025-10-31 19:43:33.003 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-10-31 19:43:33.003 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-31 19:43:33.003 [main] INFO  com.alibaba.nacos.common.remote.client - [e46ff3a4-d31a-46b4-8349-eb6056c87010] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$1047/0x00000287816e5828
2025-10-31 19:43:33.005 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] xiaohashu registering service xiaohashu-user with instance Instance{instanceId='null', ip='192.168.134.1', port=8082, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-10-31 19:43:33.015 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP xiaohashu-user 192.168.134.1:8082 register finished
2025-10-31 19:43:33.143 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - Started XiaohashuUserBizApplication in 3.245 seconds (process running for 3.716)
2025-10-31 19:44:18.923 [http-nio-8082-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-31 19:44:18.923 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-31 19:44:18.924 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-31 19:44:18.928 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 6
2025-10-31 19:44:18.931 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 6
2025-10-31 19:44:18.998 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET xiaohashu_id = ?, nickname = ?, birthday = ?, sex = ?, update_time = ? where id = ?
2025-10-31 19:44:19.056 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: quanxiaoha_java(String), 犬小哈(String), 2005-10-30(LocalDate), 1(Integer), 2025-10-31T19:44:18.983184700(LocalDateTime), 6(Long)
2025-10-31 19:44:19.062 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 19:44:19.074 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 6
2025-10-31 19:44:30.761 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:44:30.805 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:44:31.205 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:44:31.213 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:44:31.214 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - The following 1 profile is active: "dev"
2025-10-31 19:44:31.597 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=499e3ed6-3ae7-349e-b934-db05497e831b
2025-10-31 19:44:31.844 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8082 (http)
2025-10-31 19:44:31.850 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-10-31 19:44:31.851 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.5]
2025-10-31 19:44:31.921 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-31 19:44:31.922 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 696 ms
2025-10-31 19:44:31.990 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2025-10-31 19:44:32.199 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-10-31 19:44:33.021 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path ''
2025-10-31 19:44:33.024 [main] WARN  com.alibaba.nacos.client.logging.NacosLogging - Load Logback Configuration of Nacos fail, message: Could not initialize Logback Nacos logging from classpath:nacos-logback.xml
2025-10-31 19:44:33.025 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-10-31 19:44:33.025 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-10-31 19:44:33.025 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-10-31 19:44:33.036 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [req-serv] nacos-server port:8848
2025-10-31 19:44:33.036 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [http-client] connect timeout:1000
2025-10-31 19:44:33.036 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - PER_TASK_CONFIG_SIZE: 3000.0
2025-10-31 19:44:33.038 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-10-31 19:44:33.038 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-10-31 19:44:33.040 [main] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - null No credential found
2025-10-31 19:44:33.044 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 55b1f811-2e2e-495a-b4ae-5fb79c1062d5
2025-10-31 19:44:33.058 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-10-31 19:44:33.058 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-10-31 19:44:33.059 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-10-31 19:44:33.060 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-10-31 19:44:33.087 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-10-31 19:44:33.694 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1761911073530_127.0.0.1_7937
2025-10-31 19:44:33.695 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Notify connected event to listeners.
2025-10-31 19:44:33.695 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-10-31 19:44:33.695 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-31 19:44:33.695 [main] INFO  com.alibaba.nacos.common.remote.client - [55b1f811-2e2e-495a-b4ae-5fb79c1062d5] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$1047/0x00000277456d1680
2025-10-31 19:44:33.696 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] xiaohashu registering service xiaohashu-user with instance Instance{instanceId='null', ip='192.168.134.1', port=8082, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-10-31 19:44:33.707 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP xiaohashu-user 192.168.134.1:8082 register finished
2025-10-31 19:44:33.832 [main] INFO  c.q.xiaohashu.user.biz.XiaohashuUserBizApplication - Started XiaohashuUserBizApplication in 3.722 seconds (process running for 4.499)
2025-10-31 19:44:45.854 [http-nio-8082-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-31 19:44:45.854 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-31 19:44:45.855 [http-nio-8082-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-31 19:45:03.913 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 6
2025-10-31 19:45:16.258 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 6
2025-10-31 19:46:19.919 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET xiaohashu_id = ?, nickname = ?, birthday = ?, sex = ?, update_time = ? where id = ?
2025-10-31 19:46:19.987 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==> Parameters: quanxiaoha_java(String), 犬小哈(String), 2005-10-30(LocalDate), 1(Integer), 2025-10-31T19:46:19.891614500(LocalDateTime), 6(Long)
2025-10-31 19:46:19.995 [http-nio-8082-exec-1] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - <==    Updates: 1
2025-10-31 19:46:20.010 [http-nio-8082-exec-1] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 删除 ThreadLocal， userId: 6
2025-10-31 19:49:01.472 [http-nio-8082-exec-5] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ## HeaderUserId2ContextFilter, 用户 ID: 5
2025-10-31 19:49:03.352 [http-nio-8082-exec-5] INFO  c.q.x.user.biz.filter.HeaderUserId2ContextFilter - ===== 设置 userId 到 ThreadLocal 中， 用户 ID: 5
2025-10-31 19:49:16.096 [http-nio-8082-exec-5] DEBUG c.q.x.u.b.d.m.U.updateByPrimaryKeySelective - ==>  Preparing: update t_user SET xiaohashu_id = ?, nickname = ?, birthday = ?, sex = ?, update_time = ? where id = ?
